user_tenure_days,avg_basket_value,purchase_frequency,category_affinity_score,loyalty_tier,review_sentiment_polarity,is_high_propensity
328.274,20.91,5.142,0.634,4,0.802,0
392.504,42.004,6.504,0.76,2,0.12,0
122.57,15.0,7.621,0.952,2,0.18,1
437.25,81.988,0.597,0.874,5,0.293,0
340.62,79.739,1.869,0.366,3,0.213,1
250.165,73.566,7.119,0.695,4,-0.141,1
375.934,48.51,3.946,0.797,2,0.156,0
572.483,43.972,3.157,0.774,4,0.189,1
321.824,101.253,1.992,0.524,3,0.04,0
329.786,65.731,3.39,0.99,1,0.532,0
244.877,96.073,1.695,0.395,2,0.362,0
198.019,54.016,8.682,0.433,3,0.585,1
399.64,91.337,4.455,0.697,4,0.105,1
197.27,130.615,4.384,0.99,3,0.59,0
308.588,105.516,5.676,0.483,1,0.443,1
242.681,70.566,6.425,0.597,3,0.235,1
357.478,94.002,6.392,0.865,4,0.881,0
340.039,76.577,6.647,0.646,2,0.434,0
424.505,85.276,3.238,0.583,2,0.242,0
238.798,73.604,3.904,0.763,5,0.484,1
267.615,79.248,6.038,0.705,4,0.116,1
182.548,92.423,3.445,0.856,5,0.347,0
246.685,50.232,4.49,0.908,5,1.0,0
345.276,49.444,5.298,0.711,1,-0.131,1
390.839,36.401,6.07,0.708,4,0.242,1
189.34,28.991,0.945,0.693,2,0.356,0
404.353,42.395,5.929,0.748,4,0.29,1
462.677,90.581,4.033,0.661,1,0.25,0
349.612,53.752,5.915,0.65,4,0.908,0
525.215,102.977,6.054,0.889,4,0.234,1
207.145,86.215,7.716,0.953,5,0.519,1
150.641,16.102,7.207,0.348,4,0.216,1
86.554,107.924,7.193,0.652,5,0.52,1
479.525,113.378,7.387,0.512,5,0.681,1
378.524,50.215,5.083,0.588,3,0.378,1
293.33,99.707,4.564,0.731,1,0.228,0
333.596,55.023,6.246,0.784,5,0.363,1
164.941,88.418,5.964,0.628,4,0.561,1
593.49,40.743,3.882,0.267,5,0.66,1
315.507,22.241,5.31,0.457,5,0.477,1
313.127,71.601,4.43,0.829,5,0.376,1
387.092,80.669,2.792,0.102,2,0.784,0
357.721,71.081,7.081,0.887,2,0.212,0
326.866,43.559,4.61,0.754,2,0.276,0
205.143,71.004,8.597,0.913,2,0.938,0
356.576,94.425,1.249,0.61,3,0.371,0
525.843,83.429,3.386,0.238,5,0.598,1
461.45,91.388,4.565,0.736,3,0.134,1
491.182,61.546,6.775,0.905,4,0.7,0
238.654,126.01,5.299,0.835,1,0.055,1
181.247,43.834,5.121,0.517,3,0.033,1
284.906,102.065,2.245,0.667,2,0.668,0
306.687,126.366,2.186,0.543,2,0.292,0
431.303,101.832,5.145,0.486,4,0.327,1
96.904,77.912,1.772,0.841,5,0.529,1
483.546,66.51,3.436,0.41,1,0.313,0
281.039,121.263,5.502,0.471,3,0.086,1
248.774,35.196,2.535,0.429,5,0.23,1
178.547,51.046,7.711,0.352,5,0.108,1
101.417,71.085,6.948,0.679,3,0.748,0
398.78,128.318,1.357,0.882,3,0.762,0
308.798,98.292,2.635,0.613,3,0.148,1
145.205,51.118,0.5,0.349,3,0.531,0
144.591,74.139,2.935,0.818,2,0.318,0
259.706,63.499,6.033,0.987,5,0.838,0
500.283,60.157,3.672,0.521,5,1.0,0
268.849,119.261,5.422,0.554,2,0.62,0
119.623,36.989,1.455,0.753,5,0.246,1
270.511,141.307,6.096,0.974,3,0.052,0
267.273,113.988,3.39,0.546,1,0.473,0
10.0,123.18,4.524,0.384,5,0.353,1
293.485,68.797,4.314,0.776,1,-0.033,0
272.288,79.752,1.957,0.81,1,0.424,0
383.545,34.84,2.194,0.651,2,1.0,0
521.875,66.637,6.436,0.538,4,0.642,1
435.188,102.278,5.298,0.849,5,0.051,1
267.733,130.362,6.6,0.756,2,0.394,0
167.217,46.25,5.149,0.496,2,0.512,1
608.803,72.207,4.786,0.66,1,0.548,0
307.106,79.705,1.048,0.38,5,-0.091,1
301.672,36.147,3.959,0.787,2,0.365,0
297.105,105.697,4.445,0.598,3,0.478,0
323.77,59.66,8.406,0.563,2,0.344,0
282.677,78.161,5.874,0.643,3,-0.179,1
231.161,69.182,7.572,0.658,4,0.355,1
234.377,57.373,5.695,0.829,3,0.635,0
296.07,84.753,3.077,0.768,3,0.228,1
234.789,77.454,4.734,0.619,1,0.259,0
214.459,71.985,4.972,0.803,2,0.819,0
312.772,59.504,2.622,0.73,4,0.34,0
269.403,96.183,3.731,0.565,2,0.434,0
480.479,142.877,4.088,0.625,3,-0.159,1
10.0,89.896,7.711,0.62,3,0.084,0
430.981,119.864,0.5,0.751,2,1.0,0
449.53,36.342,6.912,0.577,4,0.897,0
51.193,90.522,2.626,0.572,4,0.542,0
258.877,46.592,1.756,0.99,1,-0.286,0
255.427,33.308,6.86,0.838,3,0.0,1
131.099,59.122,5.964,0.498,3,-0.008,1
206.662,126.716,7.009,0.764,1,-0.012,0
166.731,118.251,6.101,0.674,2,0.284,0
510.272,93.505,8.62,0.728,3,0.634,1
412.281,31.355,5.617,0.677,2,0.21,1
452.587,78.13,4.187,0.888,4,0.307,1
386.601,95.56,5.186,0.719,5,0.308,1
164.514,91.144,6.987,0.638,1,0.671,0
237.058,20.467,2.941,0.858,3,0.668,0
358.725,53.839,3.196,0.697,1,0.449,0
153.345,82.757,3.882,0.674,4,0.784,0
385.56,103.77,0.5,0.713,4,0.285,1
271.161,15.0,4.776,0.631,4,0.924,0
255.022,79.326,0.728,0.652,4,0.218,1
385.315,90.007,4.606,0.533,5,-0.19,1
353.312,114.736,6.231,0.5,2,0.021,1
256.684,109.25,3.546,0.45,2,-0.006,1
439.12,105.39,7.854,0.372,5,0.178,1
170.272,57.002,1.579,0.474,2,0.739,0
373.912,18.22,6.883,0.615,4,0.265,1
371.172,71.243,5.85,0.671,2,-0.006,1
262.854,120.057,1.068,0.596,1,-0.037,0
339.136,133.771,9.922,0.179,2,0.383,1
149.866,109.869,4.373,0.965,1,0.857,0
410.883,100.027,2.745,0.867,3,0.466,0
277.812,98.287,1.686,0.739,1,0.683,0
237.273,65.536,4.06,0.99,1,0.521,0
425.881,80.448,4.245,0.455,4,-0.058,1
215.479,143.417,4.705,0.99,4,0.58,0
130.985,52.01,3.904,0.457,4,0.058,1
113.204,141.517,5.766,0.698,1,0.275,0
372.721,73.729,3.725,0.395,5,0.183,1
146.348,131.39,0.63,0.653,4,0.369,0
510.575,35.761,4.201,0.727,4,0.325,1
50.168,105.507,0.5,0.619,1,0.286,0
503.575,59.213,5.208,0.793,3,0.317,1
325.322,35.466,2.541,0.67,3,0.48,0
288.394,92.649,4.827,0.546,2,0.317,0
234.61,120.332,7.128,0.537,3,0.348,0
347.896,55.427,2.603,0.812,4,0.998,0
295.484,32.534,6.623,0.519,5,0.712,1
432.396,81.785,3.633,0.833,2,0.25,0
313.707,81.94,8.006,0.895,5,0.432,1
318.036,104.191,3.77,0.316,5,0.409,1
256.367,118.236,2.819,0.877,4,0.424,0
293.167,82.92,5.874,0.99,1,0.394,0
336.936,149.943,3.628,0.7,1,0.426,0
94.78,92.848,2.817,0.77,1,0.324,0
138.218,72.875,3.544,0.857,3,0.216,0
389.192,28.595,4.411,0.595,1,0.284,0
320.504,75.807,7.184,0.686,4,-0.121,1
277.922,73.226,0.632,0.387,3,0.609,0
302.212,118.611,4.546,0.678,1,0.545,0
341.71,101.187,5.75,0.75,5,1.0,0
235.229,43.722,4.887,0.753,4,0.041,1
206.603,91.029,7.12,0.863,4,0.279,1
323.501,108.504,4.351,0.495,2,0.75,0
182.595,138.481,4.131,0.543,4,0.508,0
348.99,116.063,5.685,0.99,5,0.889,0
95.69,111.63,4.699,0.62,4,0.843,0
423.499,87.103,3.719,0.69,2,-0.329,1
356.712,98.591,5.532,0.637,4,0.477,1
330.724,128.733,3.195,0.486,4,0.479,1
417.923,38.353,3.278,0.975,2,0.393,0
499.857,72.77,3.444,0.544,4,0.27,1
421.724,57.96,7.206,0.425,3,0.869,1
79.095,98.27,0.5,0.56,4,0.392,0
146.451,128.058,5.291,0.25,1,-0.541,1
225.022,64.106,4.569,0.52,1,0.267,0
303.131,15.0,1.138,0.456,3,1.0,0
362.119,70.572,5.119,0.773,4,0.065,1
212.911,116.972,5.452,0.515,5,0.765,1
322.412,103.817,5.679,0.828,4,0.713,0
209.354,99.987,0.5,0.93,1,0.323,0
226.618,75.2,7.233,0.806,2,0.457,0
131.201,40.234,3.025,0.607,3,0.379,0
189.212,103.035,5.873,0.678,2,0.242,0
137.798,55.8,5.982,0.345,5,0.199,1
182.895,161.443,2.747,0.623,4,0.826,0
426.437,104.968,5.821,0.478,5,0.348,1
186.072,64.677,3.729,0.789,2,0.168,0
615.886,63.602,0.5,0.99,4,0.565,0
359.198,81.747,6.835,0.75,5,0.528,1
322.18,76.617,2.95,0.252,1,-0.048,1
196.997,124.089,2.791,0.578,1,0.207,0
384.037,91.525,3.694,0.674,3,-0.11,1
230.923,59.393,5.044,0.667,1,1.0,0
314.641,151.165,4.385,0.504,1,0.291,0
607.21,86.726,5.596,0.699,2,0.197,1
288.473,111.909,1.821,0.401,1,0.25,0
437.913,63.712,3.015,0.461,1,0.174,1
215.619,97.709,4.268,0.779,2,0.345,0
295.801,95.889,8.296,0.447,1,0.771,0
512.496,18.862,4.272,0.758,1,0.429,0
224.764,155.535,6.67,0.376,3,-0.016,1
517.494,130.173,4.577,0.99,1,0.056,0
384.93,71.098,3.533,0.495,1,0.452,0
232.504,46.421,4.007,0.605,3,0.15,1
375.889,97.165,4.163,0.716,2,0.343,0
416.707,88.034,5.707,0.537,1,1.0,0
374.617,97.448,7.249,0.679,5,0.098,1
111.573,91.705,5.219,0.765,2,-0.034,1
212.744,102.718,6.874,0.842,2,0.178,0
270.298,135.656,2.57,0.808,1,-0.14,0
291.068,104.884,3.671,0.616,3,0.786,0
374.481,48.262,3.051,0.621,2,0.052,1
321.324,132.69,5.129,0.99,3,0.108,0
139.759,142.422,3.782,0.84,5,-0.0,1
345.624,195.322,5.96,0.466,3,-0.107,1
373.27,45.678,2.638,0.67,4,0.384,1
367.175,93.501,4.586,0.583,3,0.175,1
429.694,15.0,5.874,0.623,2,-0.141,1
400.071,104.36,0.5,0.404,3,0.288,0
355.102,65.813,8.743,0.568,3,0.51,1
291.58,152.321,3.934,0.99,4,0.267,1
100.685,57.888,0.5,0.766,4,0.58,0
351.554,25.879,4.816,0.152,1,0.91,0
324.923,68.506,4.567,0.893,2,0.644,0
332.589,15.858,4.336,0.868,1,0.465,0
146.79,111.288,6.482,0.578,4,0.644,1
170.273,15.0,5.995,0.793,3,1.0,1
426.378,85.996,5.096,0.478,4,-0.032,1
295.253,15.0,5.4,0.556,5,0.59,1
381.78,73.79,4.291,0.95,3,0.101,1
303.398,142.518,8.051,0.596,1,0.473,0
303.571,97.623,1.542,0.276,3,0.003,1
412.594,54.778,4.779,0.637,5,0.627,1
238.075,83.908,4.63,0.634,4,0.484,1
311.534,85.631,6.127,0.89,2,0.85,0
244.527,101.542,2.812,0.653,2,0.319,0
247.86,37.16,1.013,0.566,2,0.309,0
262.899,105.74,4.814,0.859,4,0.312,1
326.656,15.0,5.062,0.674,2,1.0,0
242.55,62.954,7.479,0.5,5,0.59,1
450.691,67.91,1.959,0.881,4,0.803,0
192.647,107.166,6.809,0.689,2,0.617,0
277.575,85.792,9.235,0.651,1,0.665,0
247.232,35.805,3.744,0.686,4,-0.043,1
473.637,50.525,1.918,0.436,4,0.232,1
323.587,91.954,3.686,0.544,3,0.214,1
423.821,82.233,4.528,0.651,2,0.418,0
121.733,64.731,5.628,0.611,1,0.369,1
332.046,68.171,3.317,0.904,5,-0.082,1
406.756,109.366,7.61,0.693,4,0.413,1
309.874,66.881,2.271,0.821,5,-0.204,1
427.858,81.917,1.022,0.652,5,0.633,0
237.925,160.948,6.713,0.861,5,0.431,1
469.122,35.171,0.5,0.73,3,0.774,0
575.868,20.186,4.092,0.653,5,0.464,1
256.459,112.426,10.735,0.647,2,0.261,1
246.54,61.247,4.476,0.459,2,-0.073,1
474.406,73.862,2.258,0.751,1,0.282,0
489.549,57.66,4.385,0.642,1,0.164,0
237.257,75.907,4.398,0.55,5,0.511,1
249.578,140.949,4.821,0.871,5,0.274,1
266.186,113.074,5.825,0.4,3,0.581,0
138.666,115.178,2.422,0.566,5,0.806,0
189.762,35.432,7.875,0.856,5,-0.024,1
179.503,44.71,4.99,0.713,5,0.399,1
207.864,15.0,5.954,0.64,4,0.386,1
295.838,56.672,3.244,0.7,4,0.494,0
328.106,118.485,7.073,0.686,3,0.606,0
486.06,103.093,3.986,0.347,3,0.876,0
180.198,77.247,5.055,0.58,2,0.067,1
418.119,84.219,2.634,0.973,3,-0.072,0
274.321,60.889,2.506,0.518,2,0.457,0
294.064,92.167,5.876,0.586,5,0.535,1
380.978,111.806,3.613,0.542,3,0.616,1
165.273,28.444,2.792,0.633,3,0.172,0
345.889,95.488,3.214,0.533,3,-0.073,1
319.974,117.635,5.898,0.747,2,0.766,0
359.094,70.471,3.242,0.689,2,0.554,0
334.7,109.525,4.265,0.805,1,0.286,0
594.636,183.513,4.53,0.44,2,-0.244,1
223.471,81.348,0.665,0.582,2,0.199,0
236.28,98.766,1.558,0.605,4,0.609,0
225.223,59.168,5.173,0.741,3,0.53,1
233.343,91.344,3.026,0.491,2,-0.013,1
223.514,101.11,6.613,0.833,3,0.586,0
442.682,91.819,6.434,0.887,3,0.374,0
470.461,49.311,5.938,0.452,4,0.78,1
231.51,92.223,8.14,0.552,3,0.191,1
200.117,136.177,4.334,0.544,2,0.215,0
356.57,100.702,5.798,0.99,3,0.435,0
233.733,118.67,3.331,0.564,1,0.275,0
375.952,76.705,9.405,0.986,1,0.138,1
324.351,111.247,8.467,0.397,4,0.952,1
118.111,94.774,4.524,0.452,2,0.826,0
485.701,51.718,5.273,0.513,4,0.112,1
515.505,96.148,7.219,0.481,1,0.466,1
226.465,50.291,4.206,0.596,2,-0.06,1
253.476,62.849,3.187,0.508,3,0.91,0
334.304,91.626,6.248,0.486,2,0.628,0
340.135,95.404,4.657,0.882,5,0.701,0
379.025,43.377,4.866,0.895,2,0.325,0
541.225,121.89,2.831,0.84,3,0.752,0
278.766,105.02,1.065,0.755,5,0.753,0
204.204,60.335,4.972,0.669,4,0.351,1
134.482,31.185,6.31,0.551,2,0.055,1
212.288,79.928,4.048,0.459,4,0.531,1
296.025,69.392,7.373,0.723,2,0.362,1
515.347,88.96,3.092,0.415,1,0.956,0
237.887,72.291,2.391,0.451,1,0.415,0
326.855,15.0,4.366,0.881,3,0.432,1
298.029,71.408,4.335,0.99,1,0.642,0
442.607,74.303,6.04,0.729,5,0.401,1
603.232,107.178,2.95,0.871,5,0.608,1
236.296,60.563,7.236,0.601,2,0.238,0
241.267,143.754,8.434,0.382,4,0.064,1
425.299,18.093,4.422,0.772,5,0.126,1
381.827,130.891,6.999,0.764,2,0.299,0
521.605,77.149,2.387,0.664,4,0.436,1
370.071,115.085,6.65,0.602,1,0.55,0
256.885,87.793,6.595,0.842,2,0.537,0
370.879,124.884,6.227,0.453,4,0.403,1
433.044,71.442,4.469,0.495,3,0.079,1
398.458,46.548,0.5,0.448,3,0.61,0
360.873,134.718,3.217,0.667,5,-0.05,1
428.001,81.028,3.248,0.432,4,0.05,1
440.315,92.755,2.543,0.513,3,0.414,1
465.859,128.216,4.744,0.509,5,0.639,1
377.845,48.882,3.662,0.598,2,0.588,0
279.946,105.842,2.851,0.353,2,0.37,0
317.606,64.354,2.382,0.667,4,0.533,0
444.781,80.374,3.069,0.899,4,0.08,1
201.968,87.53,6.743,0.677,4,0.231,1
344.241,32.492,3.178,0.958,4,0.236,0
252.799,57.741,3.47,0.917,3,0.108,0
303.449,132.288,3.587,0.806,3,0.292,0
453.414,116.017,5.178,0.665,5,0.337,1
322.932,82.808,5.412,0.655,3,0.261,1
305.572,93.509,0.5,0.803,2,0.323,0
136.817,74.702,6.543,0.572,5,-0.458,1
389.55,132.48,7.373,0.273,3,0.516,1
377.458,77.988,2.4,0.748,4,0.278,1
559.591,93.114,2.555,0.424,3,0.278,1
263.067,125.111,3.599,0.458,1,-0.016,1
326.298,57.792,2.988,0.65,5,0.865,1
329.926,139.558,4.948,0.631,3,0.88,0
489.294,31.434,0.607,0.368,3,-0.101,1
288.565,142.037,2.264,0.683,2,0.329,0
333.483,71.956,7.578,0.843,4,0.678,1
372.948,76.506,2.644,0.424,4,0.292,1
322.393,18.85,6.987,0.904,2,0.218,1
246.428,69.082,5.211,0.338,2,0.199,1
323.291,48.607,0.881,0.99,1,0.494,0
428.836,63.732,5.771,0.568,5,1.0,1
176.818,80.194,4.265,0.679,4,0.648,1
315.956,118.523,3.589,0.272,2,0.067,1
215.986,92.266,4.99,0.638,2,0.211,0
443.406,95.769,5.449,0.696,5,0.32,1
117.218,46.657,5.915,0.633,2,0.142,1
232.929,54.174,6.857,0.537,1,0.086,1
345.265,147.955,5.316,0.461,5,0.625,1
487.863,59.268,1.749,0.876,1,0.249,0
292.11,142.967,3.553,0.656,3,0.512,0
233.376,76.493,10.386,0.958,4,0.935,0
525.739,85.08,5.949,0.545,2,0.243,0
126.238,122.463,9.239,0.563,5,0.482,1
36.143,129.516,7.291,0.813,1,0.093,0
352.802,81.122,4.984,0.325,4,0.525,1
239.753,71.411,5.103,0.407,4,0.79,0
177.452,83.043,4.427,0.869,2,0.775,0
385.003,96.829,1.024,0.416,4,0.413,1
329.256,116.196,4.536,0.286,2,0.244,1
232.311,85.148,6.921,0.99,3,0.471,1
146.363,106.661,3.301,0.371,2,0.415,0
404.695,142.343,5.324,0.687,1,0.538,0
378.024,98.346,6.203,0.664,4,0.21,1
288.099,95.908,2.681,0.088,4,0.28,1
521.596,31.838,3.597,0.597,4,0.335,1
171.59,15.0,2.464,0.74,2,0.6,0
116.937,98.593,2.856,0.721,5,0.64,0
216.971,81.681,1.925,0.831,2,0.271,0
294.53,66.983,2.699,0.573,1,0.055,0
329.201,93.524,7.339,0.793,2,0.509,0
271.052,82.886,2.669,0.512,4,0.62,0
342.247,124.472,4.753,0.368,3,0.36,0
149.815,88.014,3.494,0.39,1,0.186,0
473.252,58.858,6.858,0.358,3,0.257,1
290.142,119.656,7.122,0.852,1,0.892,0
434.075,77.4,6.228,0.347,1,0.467,1
341.127,103.429,5.112,0.705,4,0.704,0
354.81,68.291,4.038,0.597,2,0.159,1
368.372,62.256,2.116,0.629,4,0.763,1
353.725,87.946,8.387,0.923,4,0.668,0
377.127,85.449,2.981,0.562,4,0.369,1
459.498,101.794,5.827,0.772,3,0.583,0
323.583,75.597,6.619,0.658,1,0.788,0
385.08,20.727,3.389,0.62,5,0.068,1
289.232,69.853,6.576,0.99,2,0.242,1
472.814,112.784,6.028,0.362,4,0.557,1
218.833,74.592,7.956,0.908,1,0.406,0
516.113,76.377,3.561,0.781,2,0.523,0
295.181,119.523,1.928,0.554,5,0.606,0
128.307,60.081,3.489,0.976,5,0.55,0
315.373,31.002,4.918,0.28,4,0.324,1
218.274,79.378,4.616,0.546,5,0.345,1
400.877,68.054,3.713,0.408,5,0.867,1
221.685,51.181,0.682,0.732,2,0.426,0
246.458,78.862,5.441,0.427,2,0.807,0
73.255,102.203,8.445,0.737,4,0.827,0
245.723,84.675,5.429,0.613,1,0.166,1
10.0,95.744,5.718,0.554,4,0.621,1
109.932,148.469,5.645,0.728,3,0.076,1
391.25,72.999,5.294,0.596,5,0.885,1
394.296,94.742,6.363,0.432,1,0.457,0
351.055,67.178,5.291,0.99,2,0.442,0
183.963,55.377,3.875,0.553,3,0.14,0
294.275,64.528,2.908,0.206,3,0.218,1
299.568,68.243,4.002,0.482,5,0.468,0
160.996,97.582,5.128,0.397,2,0.427,0
480.408,167.218,3.868,0.815,1,0.284,0
405.283,59.938,5.129,0.714,2,0.664,0
273.484,70.418,5.378,0.73,5,0.399,1
303.226,82.791,6.166,0.576,3,0.097,1
325.006,98.853,7.066,0.594,5,0.616,1
54.992,94.224,4.656,0.576,4,0.052,1
270.339,129.943,1.884,0.634,3,-0.177,1
218.162,15.0,3.81,0.817,5,0.429,1
179.806,15.0,4.588,0.717,1,0.091,1
266.268,67.644,0.828,0.75,1,0.453,0
515.722,123.406,7.277,0.75,1,0.645,0
376.901,30.202,4.785,0.827,4,0.695,0
231.459,15.0,5.263,0.708,2,0.549,0
368.71,104.991,7.231,0.722,1,0.002,1
467.923,93.528,3.24,0.888,4,0.184,0
410.956,46.843,5.648,0.517,1,0.402,0
307.156,50.506,4.28,0.479,4,0.405,1
222.368,51.059,4.132,0.413,1,0.117,1
383.787,88.869,2.956,0.687,2,0.261,1
347.218,63.079,7.831,0.279,5,0.643,1
407.423,102.292,3.749,0.742,1,0.551,0
376.221,15.0,5.899,0.628,5,0.307,1
425.946,55.01,0.75,0.877,1,0.709,0
235.772,45.588,6.86,0.516,2,0.002,1
458.087,76.028,6.604,0.609,5,0.647,1
323.712,66.168,4.695,0.874,4,0.605,0
549.031,112.925,4.046,0.927,1,0.624,0
217.297,19.923,5.3,0.514,1,0.489,1
508.316,86.592,9.078,0.686,4,0.204,1
323.749,104.542,0.974,0.709,2,0.578,0
221.83,149.983,6.064,0.725,3,0.275,1
241.934,68.138,2.677,0.597,1,0.462,0
261.558,96.356,4.46,0.906,4,0.182,1
350.9,21.865,4.004,0.272,3,0.297,1
362.74,15.0,3.643,0.566,1,0.357,0
231.156,114.567,4.479,0.74,5,0.52,1
297.077,84.805,2.232,0.741,4,0.57,0
557.072,126.248,6.558,0.921,5,0.909,0
507.305,36.931,0.912,0.89,2,0.444,0
352.359,103.197,5.58,0.593,3,0.116,1
304.56,150.409,3.847,0.91,4,0.64,0
314.404,99.69,2.158,0.507,1,0.501,0
373.622,94.68,4.905,0.836,1,0.343,0
177.265,85.299,1.386,0.99,3,0.28,0
269.115,30.019,4.579,0.893,5,0.215,1
99.77,132.445,1.654,0.671,5,0.205,0
347.907,63.62,5.423,0.584,4,0.034,1
377.664,102.657,2.651,0.344,4,0.69,0
242.018,30.294,3.598,0.712,5,0.53,1
488.878,43.719,5.088,0.427,4,0.428,1
152.908,135.228,2.955,0.491,5,0.214,1
124.275,72.844,4.384,0.412,3,0.727,0
326.934,135.865,1.472,0.558,4,-0.026,1
425.652,82.262,5.762,0.644,5,0.361,1
502.071,20.534,8.03,0.705,4,0.695,1
244.934,116.222,10.084,0.53,1,-0.198,1
429.442,64.354,4.682,0.864,1,0.453,0
295.379,109.454,6.076,0.608,2,0.202,1
279.285,85.882,0.939,0.492,5,0.436,1
406.039,30.991,7.505,0.695,2,0.288,1
378.279,90.75,6.052,0.99,5,0.578,0
110.833,161.868,3.532,0.717,4,0.77,0
477.185,102.255,6.974,0.577,5,1.0,1
465.611,82.987,3.991,0.345,1,0.366,0
224.932,122.637,3.584,0.606,4,0.621,0
347.496,92.373,5.451,0.697,1,0.503,0
359.284,92.334,2.373,0.572,4,0.525,0
331.281,46.793,6.543,0.317,5,0.843,1
233.963,93.185,2.388,0.48,5,0.195,1
219.405,121.241,2.4,0.941,1,0.293,0
296.934,55.738,2.681,0.937,3,0.347,0
440.727,134.857,6.019,0.473,5,0.105,1
365.232,81.79,3.266,0.785,3,0.4,0
255.526,53.928,1.804,0.414,4,0.597,1
392.604,119.917,3.289,0.931,3,0.649,0
10.0,74.962,4.436,0.699,1,0.345,0
437.852,111.583,2.138,0.84,2,0.743,0
91.234,74.788,2.197,0.307,2,-0.222,1
256.507,82.906,8.723,0.786,1,1.0,0
165.64,102.275,2.779,0.648,2,0.57,0
144.638,95.181,3.854,0.82,1,0.271,0
439.299,15.156,3.766,0.833,5,0.539,1
243.876,45.756,3.657,0.663,3,0.354,1
341.58,117.529,5.743,0.53,2,-0.227,1
294.37,80.375,6.396,0.806,5,0.414,1
357.245,66.669,3.888,0.638,2,0.673,0
309.219,37.45,2.027,0.475,4,0.689,1
146.041,47.209,7.049,0.466,1,0.476,0
419.552,15.0,4.309,0.355,1,0.687,0
240.749,81.455,7.961,0.548,5,0.531,1
113.21,64.055,0.5,0.871,4,0.467,0
248.626,51.169,4.891,0.686,3,0.193,1
480.091,82.616,8.337,0.544,4,0.296,1
402.027,97.739,3.793,0.811,4,0.323,0
258.162,158.262,4.049,0.484,3,0.486,0
258.089,32.084,5.091,0.669,3,0.641,1
261.404,125.578,3.382,0.614,4,0.216,0
549.21,119.059,3.876,0.806,2,-0.018,0
345.832,57.732,3.824,0.335,2,0.832,0
351.605,92.113,3.245,0.48,4,0.109,1
423.634,68.983,6.958,0.322,2,0.547,1
328.655,91.499,5.422,0.598,3,0.476,1
268.915,137.82,5.001,0.892,3,0.297,0
276.438,106.196,6.117,0.549,2,0.582,0
291.408,102.801,3.971,0.548,3,0.038,1
295.533,69.939,2.952,0.824,1,0.889,0
387.316,33.058,3.295,0.864,3,1.0,0
306.234,77.704,4.504,0.632,4,0.769,0
387.917,127.231,2.382,0.787,5,0.157,1
290.314,31.549,3.499,0.435,2,-0.298,1
309.436,48.072,3.468,0.926,2,0.543,0
60.216,89.419,8.749,0.99,3,0.012,1
409.959,50.537,0.5,0.754,3,0.276,0
341.579,57.262,4.141,0.233,5,0.857,1
419.761,70.174,7.951,0.538,5,0.887,1
10.0,37.203,4.744,0.773,4,0.919,1
550.605,50.906,6.007,0.566,1,0.43,1
283.249,109.62,4.7,0.904,4,0.669,1
432.982,39.242,3.165,0.768,2,-0.197,1
175.211,29.074,0.5,0.509,3,-0.05,1
373.533,62.949,4.911,0.656,4,0.314,1
173.59,110.618,2.949,0.471,3,0.652,0
225.148,78.108,2.899,0.613,3,0.272,0
529.684,68.74,3.502,0.539,4,0.641,1
277.118,86.553,7.99,0.885,4,0.054,1
326.092,23.9,9.31,0.99,5,0.431,1
404.408,102.315,4.934,0.364,1,0.565,0
359.482,98.42,3.57,0.265,5,0.627,1
318.05,70.674,2.146,0.601,1,0.265,0
343.795,120.207,5.437,0.346,4,0.409,1
588.41,45.538,8.066,0.659,1,-0.062,1
293.086,124.477,4.005,0.8,2,0.368,0
324.132,90.407,0.5,0.949,5,0.725,0
426.079,73.221,5.84,0.69,5,0.321,1
432.663,84.304,6.471,0.611,5,0.176,1
442.444,81.246,1.328,0.254,3,0.634,0
376.648,127.71,4.853,0.655,3,1.0,0
162.839,47.316,5.402,0.664,4,1.0,0
496.012,58.312,4.354,0.778,4,0.478,1
162.439,121.271,2.918,0.508,3,0.631,0
336.316,64.156,6.532,0.563,5,0.892,1
209.487,116.519,3.693,0.354,3,0.472,1
292.303,144.48,1.53,0.192,1,0.538,0
339.451,70.937,0.5,0.428,5,0.303,1
338.563,108.848,7.022,0.336,3,1.0,0
350.63,44.621,5.733,0.717,4,0.616,1
493.645,111.416,4.676,0.546,3,0.32,1
354.424,91.98,3.619,0.542,2,0.227,1
270.701,101.556,3.442,0.453,3,-0.157,1
415.69,62.405,2.349,0.05,5,-0.074,1
442.736,26.862,3.637,0.952,3,0.182,0
152.687,102.614,0.5,0.45,4,0.678,0
371.688,15.0,3.028,0.568,1,0.498,0
384.141,73.893,3.878,0.359,2,0.024,1
264.292,117.941,5.72,0.844,5,0.122,1
465.085,91.716,4.42,0.679,4,0.484,1
281.993,153.192,6.09,0.485,2,0.902,0
315.069,120.879,7.198,0.572,3,0.069,1
279.231,62.114,6.616,0.986,2,0.538,0
301.869,85.956,5.441,0.635,1,0.266,0
168.447,83.342,4.524,0.614,2,0.275,0
127.194,29.624,2.538,0.462,2,0.048,0
491.341,52.086,5.98,0.271,3,0.588,1
198.365,65.373,7.859,0.618,3,0.254,1
181.033,15.0,5.184,0.715,5,0.295,1
41.593,86.662,8.335,0.87,3,0.695,0
223.325,76.282,1.449,0.2,2,0.711,0
141.229,26.449,2.192,0.425,1,0.181,0
